country,year,value,type
South Africa,2011,0.211,energy_intensity
Iran,2011,0.145,energy_intensity
Kuwait,2011,0.118,energy_intensity
Saudi Arabia,2011,0.121,energy_intensity
United Arab Emirates,2011,0.112,energy_intensity
Belgium,2012,0.108,energy_intensity
Czech Rep.,2012,0.13,energy_intensity
France,2012,0.094,energy_intensity
Germany,2012,0.082,energy_intensity
Italy,2012,0.071,energy_intensity
Netherlands,2012,0.096,energy_intensity
Poland,2012,0.104,energy_intensity
Portugal,2012,0.071,energy_intensity
Romania,2012,0.089,energy_intensity
Spain,2012,0.08,energy_intensity
Sweden,2012,0.116,energy_intensity
United Kingdom,2012,0.077,energy_intensity
Norway,2012,0.097,energy_intensity
Turkey,2012,0.076,energy_intensity
Kazakhstan,2012,0.188,energy_intensity
Russia,2012,0.211,energy_intensity
Ukraine,2012,0.303,energy_intensity
Uzbekistan,2012,0.32,energy_intensity
Canada,2012,0.179,energy_intensity
United States,2012,0.128,energy_intensity
Argentina,2012,0.094,energy_intensity
Brazil,2012,0.088,energy_intensity
Chile,2012,0.096,energy_intensity
Colombia,2012,0.053,energy_intensity
Mexico,2012,0.094,energy_intensity
Venezuela,2012,0.062,energy_intensity
China,2012,0.176,energy_intensity
India,2012,0.117,energy_intensity
Indonesia,2012,0.086,energy_intensity
Japan,2012,0.09,energy_intensity
Malaysia,2012,0.112,energy_intensity
South Korea,2012,0.168,energy_intensity
Taiwan,2012,0.218,energy_intensity
Thailand,2012,0.121,energy_intensity
Australia,2012,0.124,energy_intensity
New Zealand,2012,0.12,energy_intensity
Algeria,2012,0.086,energy_intensity
Egypt,2012,0.086,energy_intensity
Nigeria,2012,0.14,energy_intensity
South Africa,2012,0.201,energy_intensity
Iran,2012,0.162,energy_intensity
Kuwait,2012,0.123,energy_intensity
Saudi Arabia,2012,0.13,energy_intensity
United Arab Emirates,2012,0.114,energy_intensity
Belgium,2013,0.112,energy_intensity
Czech Rep.,2013,0.13,energy_intensity
France,2013,0.094,energy_intensity
Germany,2013,0.084,energy_intensity
Italy,2013,0.069,energy_intensity
Netherlands,2013,0.095,energy_intensity
Poland,2013,0.103,energy_intensity
Portugal,2013,0.072,energy_intensity
Romania,2013,0.078,energy_intensity
Spain,2013,0.076,energy_intensity
Sweden,2013,0.112,energy_intensity
United Kingdom,2013,0.074,energy_intensity
Norway,2013,0.106,energy_intensity
Turkey,2013,0.069,energy_intensity
Kazakhstan,2013,0.196,energy_intensity
Russia,2013,0.203,energy_intensity
Ukraine,2013,0.287,energy_intensity
Uzbekistan,2013,0.263,energy_intensity
Canada,2013,0.177,energy_intensity
United States,2013,0.127,energy_intensity
Argentina,2013,0.094,energy_intensity
Brazil,2013,0.089,energy_intensity
Chile,2013,0.096,energy_intensity
Colombia,2013,0.054,energy_intensity
Mexico,2013,0.093,energy_intensity
Venezuela,2013,0.058,energy_intensity
China,2013,0.168,energy_intensity
India,2013,0.112,energy_intensity
Indonesia,2013,0.083,energy_intensity
Japan,2013,0.089,energy_intensity
Malaysia,2013,0.12,energy_intensity
South Korea,2013,0.164,energy_intensity
Taiwan,2013,0.216,energy_intensity
Thailand,2013,0.127,energy_intensity
Australia,2013,0.12,energy_intensity
New Zealand,2013,0.118,energy_intensity
Algeria,2013,0.087,energy_intensity
Egypt,2013,0.082,energy_intensity
Nigeria,2013,0.134,energy_intensity
South Africa,2013,0.197,energy_intensity
Iran,2013,0.168,energy_intensity
Kuwait,2013,0.119,energy_intensity
Saudi Arabia,2013,0.121,energy_intensity
United Arab Emirates,2013,0.111,energy_intensity
Belgium,2014,0.104,energy_intensity
Czech Rep.,2014,0.123,energy_intensity
France,2014,0.089,energy_intensity
Germany,2014,0.079,energy_intensity
Italy,2014,0.065,energy_intensity
Netherlands,2014,0.089,energy_intensity
Poland,2014,0.096,energy_intensity
Portugal,2014,0.07,energy_intensity
Romania,2014,0.075,energy_intensity
Spain,2014,0.074,energy_intensity
Sweden,2014,0.107,energy_intensity
United Kingdom,2014,0.068,energy_intensity
Norway,2014,0.089,energy_intensity
Turkey,2014,0.069,energy_intensity
Kazakhstan,2014,0.177,energy_intensity
Russia,2014,0.203,energy_intensity
Ukraine,2014,0.28,energy_intensity
Uzbekistan,2014,0.248,energy_intensity
Canada,2014,0.178,energy_intensity
United States,2014,0.126,energy_intensity
Argentina,2014,0.097,energy_intensity
Brazil,2014,0.091,energy_intensity
Chile,2014,0.086,energy_intensity
Colombia,2014,0.053,energy_intensity
Mexico,2014,0.089,energy_intensity
Venezuela,2014,0.059,energy_intensity
China,2014,0.159,energy_intensity
India,2014,0.111,energy_intensity
Indonesia,2014,0.083,energy_intensity
Japan,2014,0.086,energy_intensity
Malaysia,2014,0.116,energy_intensity
South Korea,2014,0.162,energy_intensity
Taiwan,2014,0.212,energy_intensity
Thailand,2014,0.125,energy_intensity
Australia,2014,0.116,energy_intensity
New Zealand,2014,0.121,energy_intensity
Algeria,2014,0.092,energy_intensity
Egypt,2014,0.083,energy_intensity
Nigeria,2014,0.126,energy_intensity
South Africa,2014,0.203,energy_intensity
Iran,2014,0.173,energy_intensity
Kuwait,2014,0.111,energy_intensity
Saudi Arabia,2014,0.13,energy_intensity
United Arab Emirates,2014,0.118,energy_intensity
Belgium,2015,0.104,energy_intensity
Czech Rep.,2015,0.118,energy_intensity
France,2015,0.09,energy_intensity
Germany,2015,0.079,energy_intensity
Italy,2015,0.068,energy_intensity
Netherlands,2015,0.088,energy_intensity
Poland,2015,0.094,energy_intensity
Portugal,2015,0.072,energy_intensity
Romania,2015,0.073,energy_intensity
Spain,2015,0.074,energy_intensity
Sweden,2015,0.097,energy_intensity
United Kingdom,2015,0.066,energy_intensity
Norway,2015,0.093,energy_intensity
Turkey,2015,0.069,energy_intensity
Kazakhstan,2015,0.178,energy_intensity
Russia,2015,0.204,energy_intensity
Ukraine,2015,0.264,energy_intensity
Uzbekistan,2015,0.224,energy_intensity
Canada,2015,0.171,energy_intensity
United States,2015,0.122,energy_intensity
Argentina,2015,0.097,energy_intensity
Brazil,2015,0.093,energy_intensity
Chile,2015,0.086,energy_intensity
Colombia,2015,0.051,energy_intensity
Mexico,2015,0.086,energy_intensity
Venezuela,2015,0.055,energy_intensity
China,2015,0.15,energy_intensity
India,2015,0.106,energy_intensity
Indonesia,2015,0.079,energy_intensity
Japan,2015,0.083,energy_intensity
Malaysia,2015,0.106,energy_intensity
South Korea,2015,0.161,energy_intensity
Taiwan,2015,0.208,energy_intensity
Thailand,2015,0.121,energy_intensity
Australia,2015,0.113,energy_intensity
New Zealand,2015,0.12,energy_intensity
Algeria,2015,0.092,energy_intensity
Egypt,2015,0.079,energy_intensity
Nigeria,2015,0.127,energy_intensity
South Africa,2015,0.195,energy_intensity
Iran,2015,0.175,energy_intensity
Kuwait,2015,0.119,energy_intensity
Saudi Arabia,2015,0.13,energy_intensity
United Arab Emirates,2015,0.114,energy_intensity
Belgium,2016,0.109,energy_intensity
Czech Rep.,2016,0.114,energy_intensity
France,2016,0.087,energy_intensity
Germany,2016,0.078,energy_intensity
Italy,2016,0.067,energy_intensity
Netherlands,2016,0.087,energy_intensity
Poland,2016,0.095,energy_intensity
Portugal,2016,0.07,energy_intensity
Romania,2016,0.071,energy_intensity
Spain,2016,0.072,energy_intensity
Sweden,2016,0.1,energy_intensity
United Kingdom,2016,0.064,energy_intensity
Norway,2016,0.085,energy_intensity
Turkey,2016,0.07,energy_intensity
Kazakhstan,2016,0.173,energy_intensity
Russia,2016,0.205,energy_intensity
Ukraine,2016,0.263,energy_intensity
Uzbekistan,2016,0.202,energy_intensity
Canada,2016,0.173,energy_intensity
United States,2016,0.12,energy_intensity
Argentina,2016,0.1,energy_intensity
Brazil,2016,0.093,energy_intensity
Chile,2016,0.088,energy_intensity
Colombia,2016,0.053,energy_intensity
Mexico,2016,0.086,energy_intensity
Venezuela,2016,0.062,energy_intensity
China,2016,0.143,energy_intensity
India,2016,0.104,energy_intensity
Indonesia,2016,0.077,energy_intensity
Japan,2016,0.081,energy_intensity
Malaysia,2016,0.108,energy_intensity
South Korea,2016,0.16,energy_intensity
Taiwan,2016,0.206,energy_intensity
Thailand,2016,0.118,energy_intensity
Australia,2016,0.113,energy_intensity
New Zealand,2016,0.115,energy_intensity
Algeria,2016,0.088,energy_intensity
Egypt,2016,0.079,energy_intensity
Nigeria,2016,0.128,energy_intensity
South Africa,2016,0.196,energy_intensity
Iran,2016,0.166,energy_intensity
Kuwait,2016,0.119,energy_intensity
Saudi Arabia,2016,0.127,energy_intensity
United Arab Emirates,2016,0.112,energy_intensity
Belgium,2017,0.105,energy_intensity
Czech Rep.,2017,0.115,energy_intensity
France,2017,0.086,energy_intensity
Germany,2017,0.077,energy_intensity
Italy,2017,0.066,energy_intensity
Netherlands,2017,0.086,energy_intensity
Poland,2017,0.095,energy_intensity
Portugal,2017,0.071,energy_intensity
Romania,2017,0.069,energy_intensity
Spain,2017,0.071,energy_intensity
Sweden,2017,0.099,energy_intensity
United Kingdom,2017,0.062,energy_intensity
Norway,2017,0.085,energy_intensity
Turkey,2017,0.074,energy_intensity
Kazakhstan,2017,0.175,energy_intensity
Russia,2017,0.211,energy_intensity
Ukraine,2017,0.246,energy_intensity
Uzbekistan,2017,0.191,energy_intensity
Canada,2017,0.173,energy_intensity
United States,2017,0.118,energy_intensity
Argentina,2017,0.097,energy_intensity
Brazil,2017,0.093,energy_intensity
Chile,2017,0.088,energy_intensity
Colombia,2017,0.053,energy_intensity
Mexico,2017,0.082,energy_intensity
Venezuela,2017,0.069,energy_intensity
China,2017,0.138,energy_intensity
India,2017,0.102,energy_intensity
Indonesia,2017,0.076,energy_intensity
Japan,2017,0.081,energy_intensity
Malaysia,2017,0.104,energy_intensity
South Korea,2017,0.159,energy_intensity
Taiwan,2017,0.202,energy_intensity
Thailand,2017,0.116,energy_intensity
Australia,2017,0.111,energy_intensity
New Zealand,2017,0.113,energy_intensity
Algeria,2017,0.087,energy_intensity
Egypt,2017,0.079,energy_intensity
Nigeria,2017,0.129,energy_intensity
South Africa,2017,0.19,energy_intensity
Iran,2017,0.169,energy_intensity
Kuwait,2017,0.122,energy_intensity
Saudi Arabia,2017,0.129,energy_intensity
United Arab Emirates,2017,0.11,energy_intensity
Belgium,1990,0.0167,renewable_energy_share
Czech Rep.,1990,0.0232,renewable_energy_share
France,1990,0.141,renewable_energy_share
Germany,1990,0.039,renewable_energy_share
Italy,1990,0.1771,renewable_energy_share
Netherlands,1990,0.0112,renewable_energy_share
Poland,1990,0.0247,renewable_energy_share
Portugal,1990,0.3508,renewable_energy_share
Romania,1990,0.1774,renewable_energy_share
Spain,1990,0.1761,renewable_energy_share
Sweden,1990,0.5118,renewable_energy_share
United Kingdom,1990,0.0244,renewable_energy_share
Norway,1990,0.9979,renewable_energy_share
Turkey,1990,0.4037,renewable_energy_share
Kazakhstan,1990,0.0843,renewable_energy_share
Russia,1990,0.1534,renewable_energy_share
Ukraine,1990,0.0359,renewable_energy_share
Uzbekistan,1990,0.118,renewable_energy_share
Canada,1990,0.6239,renewable_energy_share
United States,1990,0.1196,renewable_energy_share
Argentina,1990,0.3578,renewable_energy_share
Brazil,1990,0.945,renewable_energy_share
Chile,1990,0.5384,renewable_energy_share
Colombia,1990,0.7638,renewable_energy_share
Mexico,1990,0.2469,renewable_energy_share
Venezuela,1990,0.6234,renewable_energy_share
China,1990,0.2041,renewable_energy_share
India,1990,0.2449,renewable_energy_share
Indonesia,1990,0.2092,renewable_energy_share
Japan,1990,0.1216,renewable_energy_share
Malaysia,1990,0.1733,renewable_energy_share
South Korea,1990,0.0604,renewable_energy_share
Taiwan,1990,0.0908,renewable_energy_share
Thailand,1990,0.1126,renewable_energy_share
Australia,1990,0.1008,renewable_energy_share
New Zealand,1990,0.8001,renewable_energy_share
Algeria,1990,0.0078,renewable_energy_share
Egypt,1990,0.235,renewable_energy_share
Nigeria,1990,0.3259,renewable_energy_share
South Africa,1990,0.017,renewable_energy_share
Iran,1990,0.1029,renewable_energy_share
Kuwait,1990,0,renewable_energy_share
Saudi Arabia,1990,0,renewable_energy_share
United Arab Emirates,1990,0,renewable_energy_share
Belgium,1991,0.0179,renewable_energy_share
Czech Rep.,1991,0.0218,renewable_energy_share
France,1991,0.1397,renewable_energy_share
Germany,1991,0.0385,renewable_energy_share
Italy,1991,0.2205,renewable_energy_share
Netherlands,1991,0.0126,renewable_energy_share
Poland,1991,0.0259,renewable_energy_share
Portugal,1991,0.3345,renewable_energy_share
Romania,1991,0.2568,renewable_energy_share
Spain,1991,0.1852,renewable_energy_share
Sweden,1991,0.4446,renewable_energy_share
United Kingdom,1991,0.0212,renewable_energy_share
Norway,1991,0.998,renewable_energy_share
Turkey,1991,0.3785,renewable_energy_share
Kazakhstan,1991,0.0837,renewable_energy_share
Russia,1991,0.1569,renewable_energy_share
Ukraine,1991,0.0428,renewable_energy_share
Uzbekistan,1991,0.1113,renewable_energy_share
Canada,1991,0.6142,renewable_energy_share
United States,1991,0.1133,renewable_energy_share
Argentina,1991,0.3074,renewable_energy_share
Brazil,1991,0.9463,renewable_energy_share
Chile,1991,0.7097,renewable_energy_share
Colombia,1991,0.7568,renewable_energy_share
Mexico,1991,0.2239,renewable_energy_share
Venezuela,1991,0.7033,renewable_energy_share
China,1991,0.1847,renewable_energy_share
India,1991,0.2281,renewable_energy_share
Indonesia,1991,0.2056,renewable_energy_share
Japan,1991,0.1286,renewable_energy_share
Malaysia,1991,0.166,renewable_energy_share
South Korea,1991,0.044,renewable_energy_share
Taiwan,1991,0.0556,renewable_energy_share
Thailand,1991,0.0914,renewable_energy_share
Australia,1991,0.1076,renewable_energy_share
New Zealand,1991,0.7719,renewable_energy_share
Algeria,1991,0.0158,renewable_energy_share
Egypt,1991,0.2235,renewable_energy_share
Nigeria,1991,0.4186,renewable_energy_share
South Africa,1991,0.0225,renewable_energy_share
Iran,1991,0.11,renewable_energy_share
Kuwait,1991,0,renewable_energy_share
Saudi Arabia,1991,0,renewable_energy_share
United Arab Emirates,1991,0,renewable_energy_share
Belgium,1992,0.0198,renewable_energy_share
Czech Rep.,1992,0.0276,renewable_energy_share
France,1992,0.1612,renewable_energy_share
Germany,1992,0.0438,renewable_energy_share
Italy,1992,0.2181,renewable_energy_share
Netherlands,1992,0.0129,renewable_energy_share
Poland,1992,0.0277,renewable_energy_share
Portugal,1992,0.1983,renewable_energy_share
Romania,1992,0.2159,renewable_energy_share
Spain,1992,0.1362,renewable_energy_share
Sweden,1992,0.5251,renewable_energy_share
United Kingdom,1992,0.0252,renewable_energy_share
Norway,1992,0.9982,renewable_energy_share
Turkey,1992,0.3963,renewable_energy_share
Kazakhstan,1992,0.083,renewable_energy_share
Russia,1992,0.1705,renewable_energy_share
Ukraine,1992,0.032,renewable_energy_share
Uzbekistan,1992,0.1234,renewable_energy_share
Canada,1992,0.6169,renewable_energy_share
United States,1992,0.1048,renewable_energy_share
Argentina,1992,0.3513,renewable_energy_share
Brazil,1992,0.9442,renewable_energy_share
Chile,1992,0.8269,renewable_energy_share
Colombia,1992,0.6867,renewable_energy_share
Mexico,1992,0.2566,renewable_energy_share
Venezuela,1992,0.7009,renewable_energy_share
China,1992,0.1758,renewable_energy_share
India,1992,0.2075,renewable_energy_share
Indonesia,1992,0.2384,renewable_energy_share
Japan,1992,0.1104,renewable_energy_share
Malaysia,1992,0.1487,renewable_energy_share
South Korea,1992,0.0386,renewable_energy_share
Taiwan,1992,0.0792,renewable_energy_share
Thailand,1992,0.0742,renewable_energy_share
Australia,1992,0.103,renewable_energy_share
New Zealand,1992,0.7259,renewable_energy_share
Algeria,1992,0.0102,renewable_energy_share
Egypt,1992,0.2124,renewable_energy_share
Nigeria,1992,0.4085,renewable_energy_share
South Africa,1992,0.0124,renewable_energy_share
Iran,1992,0.1388,renewable_energy_share
Kuwait,1992,0,renewable_energy_share
Saudi Arabia,1992,0,renewable_energy_share
United Arab Emirates,1992,0,renewable_energy_share
Belgium,1993,0.018,renewable_energy_share
Czech Rep.,1993,0.0298,renewable_energy_share
France,1993,0.1479,renewable_energy_share
Germany,1993,0.0462,renewable_energy_share
Italy,1993,0.2167,renewable_energy_share
Netherlands,1993,0.0143,renewable_energy_share
Poland,1993,0.0272,renewable_energy_share
Portugal,1993,0.3094,renewable_energy_share
Romania,1993,0.2302,renewable_energy_share
Spain,1993,0.1689,renewable_energy_share
Sweden,1993,0.5311,renewable_energy_share
United Kingdom,1993,0.0221,renewable_energy_share
Norway,1993,0.998,renewable_energy_share
Turkey,1993,0.4618,renewable_energy_share
Kazakhstan,1993,0.0985,renewable_energy_share
Russia,1993,0.1823,renewable_energy_share
Ukraine,1993,0.0489,renewable_energy_share
Uzbekistan,1993,0.1497,renewable_energy_share
Canada,1993,0.6173,renewable_energy_share
United States,1993,0.11,renewable_energy_share
Argentina,1993,0.3922,renewable_energy_share
Brazil,1993,0.9525,renewable_energy_share
Chile,1993,0.8166,renewable_energy_share
Colombia,1993,0.7325,renewable_energy_share
Mexico,1993,0.254,renewable_energy_share
Venezuela,1993,0.6843,renewable_energy_share
China,1993,0.1813,renewable_energy_share
India,1993,0.1956,renewable_energy_share
Indonesia,1993,0.1978,renewable_energy_share
Japan,1993,0.1262,renewable_energy_share
Malaysia,1993,0.1403,renewable_energy_share
South Korea,1993,0.0415,renewable_energy_share
Taiwan,1993,0.0583,renewable_energy_share
Thailand,1993,0.0584,renewable_energy_share
Australia,1993,0.1078,renewable_energy_share
New Zealand,1993,0.7702,renewable_energy_share
Algeria,1993,0.0171,renewable_energy_share
Egypt,1993,0.2194,renewable_energy_share
Nigeria,1993,0.3841,renewable_energy_share
South Africa,1993,0.0085,renewable_energy_share
Iran,1993,0.1289,renewable_energy_share
Kuwait,1993,0,renewable_energy_share
Saudi Arabia,1993,0,renewable_energy_share
United Arab Emirates,1993,0,renewable_energy_share
Belgium,1994,0.0199,renewable_energy_share
Czech Rep.,1994,0.0357,renewable_energy_share
France,1994,0.1745,renewable_energy_share
Germany,1994,0.0518,renewable_energy_share
Italy,1994,0.2214,renewable_energy_share
Netherlands,1994,0.0158,renewable_energy_share
Poland,1994,0.0283,renewable_energy_share
Portugal,1994,0.3724,renewable_energy_share
Romania,1994,0.2366,renewable_energy_share
Spain,1994,0.1854,renewable_energy_share
Sweden,1994,0.4317,renewable_energy_share
United Kingdom,1994,0.0258,renewable_energy_share
Norway,1994,0.9965,renewable_energy_share
Turkey,1994,0.3922,renewable_energy_share
Kazakhstan,1994,0.1382,renewable_energy_share
Russia,1994,0.201,renewable_energy_share
Ukraine,1994,0.0607,renewable_energy_share
Uzbekistan,1994,0.1497,renewable_energy_share
Canada,1994,0.6041,renewable_energy_share
United States,1994,0.1031,renewable_energy_share
Argentina,1994,0.4287,renewable_energy_share
Brazil,1994,0.9541,renewable_energy_share
Chile,1994,0.7427,renewable_energy_share
Colombia,1994,0.7849,renewable_energy_share
Mexico,1994,0.1902,renewable_energy_share
Venezuela,1994,0.7201,renewable_energy_share
China,1994,0.1809,renewable_energy_share
India,1994,0.2122,renewable_energy_share
Indonesia,1994,0.1566,renewable_energy_share
Japan,1994,0.0893,renewable_energy_share
Malaysia,1994,0.1669,renewable_energy_share
South Korea,1994,0.0251,renewable_energy_share
Taiwan,1994,0.0713,renewable_energy_share
Thailand,1994,0.0634,renewable_energy_share
Australia,1994,0.1035,renewable_energy_share
New Zealand,1994,0.8205,renewable_energy_share
Algeria,1994,0.0078,renewable_energy_share
Egypt,1994,0.2225,renewable_energy_share
Nigeria,1994,0.3581,renewable_energy_share
South Africa,1994,0.0143,renewable_energy_share
Iran,1994,0.0909,renewable_energy_share
Kuwait,1994,0,renewable_energy_share
Saudi Arabia,1994,0,renewable_energy_share
United Arab Emirates,1994,0,renewable_energy_share
Belgium,1995,0.021,renewable_energy_share
Czech Rep.,1995,0.044,renewable_energy_share
France,1995,0.1589,renewable_energy_share
Germany,1995,0.0566,renewable_energy_share
Italy,1995,0.1888,renewable_energy_share
Netherlands,1995,0.0173,renewable_energy_share
Poland,1995,0.0282,renewable_energy_share
Portugal,1995,0.2856,renewable_energy_share
Romania,1995,0.2817,renewable_energy_share
Spain,1995,0.1548,renewable_energy_share
Sweden,1995,0.476,renewable_energy_share
United Kingdom,1995,0.0252,renewable_energy_share
Norway,1995,0.9966,renewable_energy_share
Turkey,1995,0.4157,renewable_energy_share
Kazakhstan,1995,0.125,renewable_energy_share
Russia,1995,0.2052,renewable_energy_share
Ukraine,1995,0.0523,renewable_energy_share
Uzbekistan,1995,0.1304,renewable_energy_share
Canada,1995,0.6101,renewable_energy_share
United States,1995,0.1139,renewable_energy_share
Argentina,1995,0.4035,renewable_energy_share
Brazil,1995,0.9416,renewable_energy_share
Chile,1995,0.7241,renewable_energy_share
Colombia,1995,0.764,renewable_energy_share
Mexico,1995,0.2365,renewable_energy_share
Venezuela,1995,0.7005,renewable_energy_share
China,1995,0.1921,renewable_energy_share
India,1995,0.1726,renewable_energy_share
Indonesia,1995,0.1646,renewable_energy_share
Japan,1995,0.1041,renewable_energy_share
Malaysia,1995,0.1369,renewable_energy_share
South Korea,1995,0.0312,renewable_energy_share
Taiwan,1995,0.0667,renewable_energy_share
Thailand,1995,0.0874,renewable_energy_share
Australia,1995,0.0981,renewable_energy_share
New Zealand,1995,0.8385,renewable_energy_share
Algeria,1995,0.0092,renewable_energy_share
Egypt,1995,0.2195,renewable_energy_share
Nigeria,1995,0.3468,renewable_energy_share
South Africa,1995,0.0097,renewable_energy_share
Iran,1995,0.0858,renewable_energy_share
Kuwait,1995,0,renewable_energy_share
Saudi Arabia,1995,0,renewable_energy_share
United Arab Emirates,1995,0,renewable_energy_share
Belgium,1996,0.02,renewable_energy_share
Czech Rep.,1996,0.0419,renewable_energy_share
France,1996,0.1416,renewable_energy_share
Germany,1996,0.0562,renewable_energy_share
Italy,1996,0.2097,renewable_energy_share
Netherlands,1996,0.0213,renewable_energy_share
Poland,1996,0.0282,renewable_energy_share
Portugal,1996,0.4602,renewable_energy_share
Romania,1996,0.2568,renewable_energy_share
Spain,1996,0.2427,renewable_energy_share
Sweden,1996,0.3842,renewable_energy_share
United Kingdom,1996,0.0206,renewable_energy_share
Norway,1996,0.995,renewable_energy_share
Turkey,1996,0.4294,renewable_energy_share
Kazakhstan,1996,0.1242,renewable_energy_share
Russia,1996,0.1823,renewable_energy_share
Ukraine,1996,0.0483,renewable_energy_share
Uzbekistan,1996,0.1437,renewable_energy_share
Canada,1996,0.6311,renewable_energy_share
United States,1996,0.122,renewable_energy_share
Argentina,1996,0.3347,renewable_energy_share
Brazil,1996,0.9356,renewable_energy_share
Chile,1996,0.6045,renewable_energy_share
Colombia,1996,0.8299,renewable_energy_share
Mexico,1996,0.2466,renewable_energy_share
Venezuela,1996,0.7124,renewable_energy_share
China,1996,0.1755,renewable_energy_share
India,1996,0.1577,renewable_energy_share
Indonesia,1996,0.1553,renewable_energy_share
Japan,1996,0.101,renewable_energy_share
Malaysia,1996,0.1009,renewable_energy_share
South Korea,1996,0.0273,renewable_energy_share
Taiwan,1996,0.0637,renewable_energy_share
Thailand,1996,0.0913,renewable_energy_share
Australia,1996,0.0939,renewable_energy_share
New Zealand,1996,0.7906,renewable_energy_share
Algeria,1996,0.0062,renewable_energy_share
Egypt,1996,0.2096,renewable_energy_share
Nigeria,1996,0.3386,renewable_energy_share
South Africa,1996,0.0178,renewable_energy_share
Iran,1996,0.0813,renewable_energy_share
Kuwait,1996,0,renewable_energy_share
Saudi Arabia,1996,0,renewable_energy_share
United Arab Emirates,1996,0,renewable_energy_share
Belgium,1997,0.0198,renewable_energy_share
Czech Rep.,1997,0.0398,renewable_energy_share
France,1997,0.1392,renewable_energy_share
Germany,1997,0.0482,renewable_energy_share
Italy,1997,0.2034,renewable_energy_share
Netherlands,1997,0.0233,renewable_energy_share
Poland,1997,0.0279,renewable_energy_share
Portugal,1997,0.4181,renewable_energy_share
Romania,1997,0.3066,renewable_energy_share
Spain,1997,0.2007,renewable_energy_share
Sweden,1997,0.4829,renewable_energy_share
United Kingdom,1997,0.024,renewable_energy_share
Norway,1997,0.9958,renewable_energy_share
Turkey,1997,0.3891,renewable_energy_share
Kazakhstan,1997,0.125,renewable_energy_share
Russia,1997,0.1889,renewable_energy_share
Ukraine,1997,0.0564,renewable_energy_share
Uzbekistan,1997,0.1254,renewable_energy_share
Canada,1997,0.6236,renewable_energy_share
United States,1997,0.1159,renewable_energy_share
Argentina,1997,0.3953,renewable_energy_share
Brazil,1997,0.9298,renewable_energy_share
Chile,1997,0.6213,renewable_energy_share
Colombia,1997,0.7164,renewable_energy_share
Mexico,1997,0.1996,renewable_energy_share
Venezuela,1997,0.7336,renewable_energy_share
China,1997,0.1751,renewable_energy_share
India,1997,0.1602,renewable_energy_share
Indonesia,1997,0.1034,renewable_energy_share
Japan,1997,0.1094,renewable_energy_share
Malaysia,1997,0.0669,renewable_energy_share
South Korea,1997,0.0244,renewable_energy_share
Taiwan,1997,0.0666,renewable_energy_share
Thailand,1997,0.0809,renewable_energy_share
Australia,1997,0.0976,renewable_energy_share
New Zealand,1997,0.7009,renewable_energy_share
Algeria,1997,0.0033,renewable_energy_share
Egypt,1997,0.2052,renewable_energy_share
Nigeria,1997,0.347,renewable_energy_share
South Africa,1997,0.023,renewable_energy_share
Iran,1997,0.0709,renewable_energy_share
Kuwait,1997,0,renewable_energy_share
Saudi Arabia,1997,0,renewable_energy_share
United Arab Emirates,1997,0,renewable_energy_share
Belgium,1998,0.0224,renewable_energy_share
Czech Rep.,1998,0.0379,renewable_energy_share
France,1998,0.1345,renewable_energy_share
Germany,1998,0.052,renewable_energy_share
Italy,1998,0.2025,renewable_energy_share
Netherlands,1998,0.0256,renewable_energy_share
Poland,1998,0.0319,renewable_energy_share
Portugal,1998,0.3649,renewable_energy_share
Romania,1998,0.3531,renewable_energy_share
Spain,1998,0.1983,renewable_energy_share
Sweden,1998,0.492,renewable_energy_share
United Kingdom,1998,0.0283,renewable_energy_share
Norway,1998,0.9962,renewable_energy_share
Turkey,1998,0.3833,renewable_energy_share
Kazakhstan,1998,0.125,renewable_energy_share
Russia,1998,0.1929,renewable_energy_share
Ukraine,1998,0.0921,renewable_energy_share
Uzbekistan,1998,0.1254,renewable_energy_share
Canada,1998,0.6041,renewable_energy_share
United States,1998,0.1022,renewable_energy_share
Argentina,1998,0.3652,renewable_energy_share
Brazil,1998,0.9292,renewable_energy_share
Chile,1998,0.4817,renewable_energy_share
Colombia,1998,0.6975,renewable_energy_share
Mexico,1998,0.1759,renewable_energy_share
Venezuela,1998,0.716,renewable_energy_share
China,1998,0.1806,renewable_energy_share
India,1998,0.167,renewable_energy_share
Indonesia,1998,0.1577,renewable_energy_share
Japan,1998,0.1098,renewable_energy_share
Malaysia,1998,0.08,renewable_energy_share
South Korea,1998,0.0283,renewable_energy_share
Taiwan,1998,0.0686,renewable_energy_share
Thailand,1998,0.0611,renewable_energy_share
Australia,1998,0.086,renewable_energy_share
New Zealand,1998,0.7565,renewable_energy_share
Algeria,1998,0.0085,renewable_energy_share
Egypt,1998,0.1941,renewable_energy_share
Nigeria,1998,0.3822,renewable_energy_share
South Africa,1998,0.0207,renewable_energy_share
Iran,1998,0.068,renewable_energy_share
Kuwait,1998,0,renewable_energy_share
Saudi Arabia,1998,0,renewable_energy_share
United Arab Emirates,1998,0,renewable_energy_share
Belgium,1999,0.0236,renewable_energy_share
Czech Rep.,1999,0.0447,renewable_energy_share
France,1999,0.1521,renewable_energy_share
Germany,1999,0.0584,renewable_energy_share
Italy,1999,0.2173,renewable_energy_share
Netherlands,1999,0.0289,renewable_energy_share
Poland,1999,0.0315,renewable_energy_share
Portugal,1999,0.2078,renewable_energy_share
Romania,1999,0.3607,renewable_energy_share
